book_name,chapter,chapter_summary
1 Korintus,11,"**Tema utama:** Pengenalan tentang hubungan antara manusia dan Allah dalam Alkitab.

**Konteks:** pasal ini membahas tentang tanggung jawab dan perilaku manusia, terutama tentang hubungan antara pria dan wanita, dan bagaimana hal-hal tersebut memengaruhi hubungan mereka dengan Allah."
1 Korintus,12,"1. Karunia Roh Allah hanya diberikan kepada orang-orang yang dikaruni.
2. Allah memberikan karunia kepada anggota tubuh yang berbeda.
3. Karunia Roh Allah bersifat khusus dan hanya diberikan kepada orang-orang yang terkalikan dengan Allah."
1 Korintus,13,"1. Sekalipun manusia dan malaikat memiliki kemampuan yang sama, namun ilman kasih, mereka sama dengan gong dan canang yang gemerincing.
2. Sekalipun manusia memiliki berbagai karunia, namun ilman kasih, mereka tidak bermanfaat.
3. Sekalipun manusia memiliki banyak pengetahuan, namun ilman kasih, mereka tidak dapat mencapai tujuan mereka.
4. Kasih itu bukan sesuatu yang mudah, tetapi sesuatu yang murah hati dan tidak memegahkan diri.
5. Terdapat banyak perilaku yang sopan dan perilaku yang tidak sopan, namun yang penting adalah untuk berusaha dan mengikuti prinsip-prinsip etik.
6. Sekalipun kebenaran, namun tanpa kasih, kebenaran itu tidak berarti apa pun.
7. Sekalipun manusia menutupi semua orang lain, namun tanpa kasih, mereka tidak dapat mencapai tujuan mereka.
8. Terdapat banyak yang sempurna, namun tanpa kasih, mereka akan lenyap.
9. Kemanusiaan dan pengetahuan kita terbatas, namun kasih adalah kunci utama.
10. Jika ada yang sempurna, maka yang tidak sempurna akan lenyap.
11. Ketika kita kecil, kita berbicara seperti anak-anak, namun ketika kita dewasa, kita meninggalkan sifat-sifatnya.
12. Kita hanya mengenal dengan tidak sempurna, namun nanti kita akan mengenal dengan sempurna.
13. Terdapat tiga hal penting dalam kehidupan, yaitu iman,Explicación dan kasih, dan kasih adalah yang paling penting dari semuanya."
1 Korintus,14,"**Tema utama:** Karunia Roh dan Penyalaran

**Konteks:** pasal ini membahas tentang berbagai topik tentang karunia Roh dan penyalaran, termasuk pernyataan tentang pernyataan-sayang, perilaku, dan aturan yang terkait dengan karunia Roh."
1 Korintus,15,"**Tema utama:** Kehidupan dan kebangkitan orang mati

**Konteks:** pasal Alkitab yang disorotkan tentang kehidupan dan kebangkitan orang mati."
1 Korintus,16,"**Tema utama:** Pengumpulan uang dan pekerjaan

**Konteks:** pasal ini membahas tentang perilaku dan tanggung jawab orang-orang yang membantu orang-orang kudus, serta tentang hubungan antara orang-orang yang membantu dan orang-orang yang menerima bantuan."
1 Petrus,1,"1. PengSelection adalah proses memilih orang-orang yang akan menerima percikan darah-Nya dari Jesus Kristus.
2. Allah dan Bapa kita telah memilih kita dan menjadikan kita suci dengan darah-Nya.
3. Kami telah mencapai tujuan kita, yaitu keselamatan jiwaku, karena Allah telah memilih kita dan menjadikan kita suci."
1 Petrus,2,"**Tema utama:** Kehidupan dan nilai diri manusia

**Konteks:** pasal ini membahas tentang makna dan nilai hidup manusia, serta bagaimana manusia dapat menemukan keselamatan dan keselamatan di mata Allah."
1 Petrus,3,"**Tema utama:** Pengorikan diri pada Allah dan hidup dengan penuh kasih dan pujian.

**Konteks:** pasal ini membahas tentang perilaku dan sikap yang harus dilakukan oleh orang-orang saat mereka hidup di bawah semesta, terutama bagi perempuan dan suami."
1 Petrus,4,"**Tema utama:** Penghakiman dan kehendak Allah

**Konteks:** pasal ini membahas tentang penghakiman dan kehendak Allah, serta bagaimana mereka mempengaruhi kehidupan manusia."
1 Petrus,5,"1. Aku menasihatkan para penatua di antara kamu, sebagai teman penatua dan saksi penderitaan Kristus.
2. Gembalakanlah kawanan domba Allah yang ada padamu dengan sukarela sesuai dengan kehendak Allah.
3. Janganlah kamu menjadi teladan bagi kawanan domba itu."
1 Raja-Raja,1,"Tema utama dari pasal Alkitab ini adalah tentang pengangkuhan dan tanggung jawab yang diberikan kepada anak-anak Raja Daud. Konteksnya terkait dengan cerita tentang Adonia, anak Hagit, dan Raja Daud."
1 Raja-Raja,2,"Tema utama dari pasal Alkitab tersebut adalah tentang tanggung jawab dan perilaku manusia, terutama pada saat menghadapi kematian. Konteksnya membahas tentang tindakan yang dilakukan oleh Salomo, Daud, dan Simei untuk memenuhi permintaan Allah."
1 Raja-Raja,3,"**Tema utama:** Kehidupan dan tanggung jawab seorang raja

**Konteks:** pasal ini membahas tentang tindakan-tindakan yang dilakukan Salomo, raja Mesir, untuk menunjukkan kasihnya kepada TUHAN."
1 Raja-Raja,4,"1. Salomo menjadi raja atas seluruh Israel.
2. Para pembesarnya menjadi imam.
3. Orang-orang penting di Israel mendapat tugas dan tanggung jawab."
1 Raja-Raja,5,"**Tema utama:** Pengelolaan rumah bagi nama TUHAN, Allahku

**Konteks:** pasal ini membahas tentang perintah Salomo kepada orang-orang untuk membangun rumah bagi nama TUHAN di tempat yang akan kautunjukkan kepadanya."
1 Raja-Raja,6,"**Tema utama:** Pengconstruction Rumah TUHAN di Israel

**Konteks:**
* Perjalanan keluar dari tanah Mesir.
* Pem construction rumah bagi TUHAN.
* Perkembangan rumah dan bangunan di Israel."
1 Raja-Raja,7,"Tema utama dari pasal Alkitab tersebut adalah tentang bangunan dan desain rumah, serta alat-alat yang digunakan untuk membangun rumah. Konteksnya membahas tentang penamaan tempat, desain, dan peralatan rumah, serta bagaimana mereka digunakan untuk memenuhi kebutuhan dan keperluan pemilik."
1 Raja-Raja,8,"**Tema utama:** Perjanjian TUHAN dengan orang Israel

**Konteks:** Salomo membawa tabut perjanjian TUHAN dari kota Daud ke tempatnya di Yerusalem. Tabut itu berisi perjanjian yang diadakan TUHAN dengan orang Israel pada waktu perjalanan keluar dari tanah Mesir."
1 Raja-Raja,9,"**Tema utama:** Pengelolaan rumah TUHAN dan istana raja

**Konteks:** pasal ini membahas tentang tanggung jawab dan perilaku yang harus dilakukan oleh Raja Salomo terhadap rumah TUHAN dan istana raja, serta tentang hubungan antara orang-orang yang tinggal di rumah tersebut dan orang Israel."
1 Raja-Raja,10,"**Tema utama:** Pengiklanan dan pengorangan makanan di rumah TUHAN

**Konteks:**
* Salomo menerima informasi dari ratu negeri Syeba tentang kehadirannya dan menjembatani hubungannya dengan nama TUHAN.
* Ia datang ke Yerusalem dengan pasukan pengiring yang sangat besar, membawa rempah-rempah dan benda-benda mahal-mahal.
* Salomo memberikan makanan dan minuman kepada ratu negeri Syeba, termasuk makanan istimewa seperti kayu cendana dan gading."
1 Raja-Raja,11,"**Tema utama:** Pengkanangan dan penerapan nilai dari Alkitab

**Konteks:**

Alkitab menunjukkan kisah-sikap tentang perilaku dan perilaku manusia, terutama tentang hubungan dan hubungan antara orang dan Allah. Kisah-kisah ini menunjukkan bahwa nilai-nilai seperti kepatitan, kesejahteraan, dan tanggung jawab dapat diterapkan untuk membangun hubungan yang kuat dan bermakna dengan Allah."
1 Raja-Raja,12,"**Tema utama:** Pengambilan keputusan dan perilaku yang menyebabkan perubahan besar di masyarakat.

**Konteks:** pasal ini membahas tentang tindakan Rehabeam bin Nebat, raja Yehuda, dalam menjawab permintaan rakyat dan mengubah perilaku mereka."
1 Raja-Raja,13,"**Tema utama:** Pengkejadian dan tanda ajaib dalam Alkitab

**Konteks:** pasal ini membahas tentang peristiwa pengkejadian dan tanda ajaib yang terjadi di Betel oleh seorang abdi Allah dari Yehuda."
1 Raja-Raja,14,"**Tema utama:** Pengakut dan penangkuhan orang-orang yang menjadi raja di Israel.

**Konteks:** pasal ini membahas tentang peristiwa-peristiwa penting dalam kehidupan Raja Yerobeam dan Raja Rehabeam di Israel."
1 Raja-Raja,15,"**Tema utama:** Pengkanangan dan penolakan oleh Raja Asa terhadap peristiwa-peristiwa di dalam sejarah Israel.

**Konteks:**
* Raja Asa merupakan raja Israel yang sangat kuat dan penuh semangat.
* Namun, ia sering mengalami peristiwa-peristiwa buruk yang mengakibatkan dia untuk melakukan tindakan yang jahat.
* Dalam perjalanannya, Raja Asa menghadapi berbagai tantangan dan ujian yang membuatnya berusaha bertahan hidup."
1 Raja-Raja,16,"1. Firman TUHAN melawan Baesa menunjukkan bahwa Allah Israel memiliki kekuatan untuk menyelamat orang-orang yang terjebak di tempat terpencil.


2. Firman TUHAN tentang perhentian Baesa dan keluarganya menunjukkan bahwa Allah Israel memiliki rencana yang lebih besar untuk orang-orang Israel.


3. Firman TUHAN tentang kematian Baesa dan keluarganya menunjukkan bahwa Allah Israel memiliki kekuatan untuk menyelamat orang-orang yang terjebak di tempat terpencil."
1 Raja-Raja,17,"**Tema utama:** Pengeluaran makanan dan air untuk kebutuhan hidup

**Konteks:**
Pasal ini membahas tentang perilaku dan tindakan yang dilakukan oleh Elia, seorang penyamak, terhadap janda dan anaknya."
1 Raja-Raja,18,"**Tema utama:** Pengambilan keputusan dan tindakan berdasarkan firman TUHAN.

**Konteks:**

1. Pengkejadian Ahab tentang perjanjian dengan Obaja.
2. Pengambilan keputusan oleh Obaja untuk menyembunyikan orang-orang nabi.
3. Pengambilan keputusan oleh Ahab untuk mengumpulkan seluruh Israel ke gunung Karmel."
1 Raja-Raja,19,"Tema utama dari pasal Alkitab ini adalah tentang perjalanan dan pengorangan orang-orang di Israel untuk mencapai tempat suci, yaitu Gunung Allah. Konteksnya terkait dengan peristiwa-peristiwa di dalam al-Quran, seperti pedang, malaikat, dan gempa."
1 Raja-Raja,20,"**Tema utama:** Pengambilan keputusan dan perilaku yang mempengaruhi kelangsungan hidup dan keselamatan orang-orang.

**Konteks:**

* Alkitab menunjukkan cerita Benhadad, raja Aram, dan Raja Israel.
* Benhadad mengumpulkan seluruh tentaranya dan mengepung Samaria.
* Raja Israel menjawab pesan Benhadad dan menjemput segenggam penuh debu puing Samaria.
* Benhadad menyuruh orang untuk menyelidik dan membunuh semua orang yang berusaha menjebaknya."
1 Raja-Raja,21,"**Tema utama:** Pengeluaran kepadamu dan hukuman yang diterima oleh orang-orang yang menolak memberikan kepadamu dengan bayaran uang.

**Konteks:** pasal ini menunjukkan bahwa vaikka orang-orang menolak memberikan kepadamu dengan bayaran uang, mereka akan menerima hukuman dari Allah."
1 Raja-Raja,22,"**Tema utama:** Perjanjian antara Raja Israel dan Raja Aram

**Konteks:**

Perjanjian ini membahas tentang peristiwa-peristiwa yang terjadi selama tiga tahun, di mana Raja Israel memimpin pasukannya untuk menghadapi Raja Aram. Perjanjian ini menunjukkan kekuatan dan ketekunan Allah dalam melindungi negara Israel dari ancaman luar."
1 Samuel,1,"Tema utama dari pasal Alkitab ini adalah tentang hubungan antara orang-orang dan TUHAN. Konteksnya membahas tentang dua isteri, anak, dan hubungan antara mereka dengan TUHAN."
1 Samuel,2,"**Tema utama:** Kehidupan dan peran Allah dalam hidup manusia

**Konteks:** pasal ini membahas tentang kehidupan dan peran Allah dalam hidup manusia, termasuk perilaku yang tepat dan salah, dan bagaimana Allah akan menghormati dan menganjakkan orang-orang yang memenuhi syaratnya."
1 Samuel,3,"**Tema utama:** Pengkehidupan Samuel di bawah pengawasan Eli

**Konteks:**
* Samuel adalah seorang pelayan TUHAN di bawah pengawasan Eli.
* Eli mengalami masalah kesehatan dan tidak dapat melihat dengan baik.
* Samuel telah tidur di dalam bait suci TUHAN."
1 Samuel,4,"Tema utama dari pasal Alkitab ini adalah tentang tabut Allah dan pengorangan orang-orang untuk menerima pengorangan tersebut. Konteksnya terkait dengan peristiwa-peristiwa di dalam al-Quran, seperti peristiwa-peristiwa tentang orang-orang Israel dan Filistin."
1 Samuel,5,"1. Sesudah orang Filistin merampas tabut Allah, mereka membawakannya dari Eben-Haezer ke Asdod.
2. Orang Filistin mengambil tabut Allah itu dan diletakkannya di kuil Dagon.
3. Ketika orang-orang Asdod bangun pagi-pagi pada keesokan harinya, tampaklah Dagon terjatuh dengan mukanya ke tanah di hadapan tabut TUHAN."
1 Samuel,6,Tema utama dari pasal Alkitab ini adalah tentang tabut TUHAN dan pengantarannya kembali ke tempatnya. Konteksnya terkait dengan tindakan-tindakan yang dilakukan orang-orang Filistin untuk mengantarkan tabut TUHAN ke tempatnya.
1 Samuel,7,"**Tema utama:** Penghagiaan dan keselamatan orang Israel di dalam Allah.

**Konteks:** pasal ini membahas tentang perjalanan dan keselamatan orang Israel di dalam Allah, termasuk peristiwa-peristiwa yang terjadi di Mizpa, Rama, dan Betel."
1 Samuel,8,"1. Samuel mengangkat anak-anaknya laki-laki menjadi hakim atas orang Israel.
2. Nama anak-anaknya yang sulung ialah Yoel dan Abia.
3. Anak-anaknya mengejar laba, menerima suap dan memutarbalikkan keadilan.
4. Samuel menerima permintaan dari bangsa Israel untuk menjadi raja.
5. Samuel menyampaikan semua firman TUHAN kepada bangsa Israel."
1 Samuel,9,"**Tema utama:** Pengeluaran makanan dan kebutuhan dalam perjalanan

**Konteks:** pasal ini membahas tentang perjalanan Saul dan bujangnya ke kota, serta pesan yang diterima oleh Saul dari Samuel."
1 Samuel,10,"**Tema utama:** Peng escolhanya dan tanggung jawab seorang raja di Israel.

**Konteks:** pasal ini membahas tentang perjalanan Samuel dan Saul, di mana Samuel memberiInstructions kepada Saul tentang tanggung jawabnya sebagai raja."
1 Samuel,11,"**Tema utama:** Perjanjian antara orang-orang Amon dan Yabesh-Gilead.

**Konteks:** pasal ini membahas tentang perjanjian antara orang Amon dan Yabesh-Gilead, di mana Yabesh-Gilead menawarkan perjanjian kepadanya, tetapi Nahas menolak tawaran tersebut."
1 Samuel,12,"**Tema utama:** Pengkehidupan dan tugas pemimpin

**Konteks:** pasal ini membahas tentang kepemimpinan dan tanggung jawab yang diberikan kepada seorang pemimpin, serta tentang tanggung jawab Allah terhadap orang-orang yang diwarisi."
1 Samuel,13,"Tema utama dari pasal Alkitab ini adalah tentang peristiwa-peristiwa penting dalam sejarah Israel, terutama tentang pilihan dan tindakan Saul, Yonatan, dan orang Filistin. Konteksnya membahas tentang peristiwa-peristiwa yang terjadi sebelum dan setelah peristiwa-peristiwa tersebut."
1 Samuel,14,"**Tema utama:** Kejadian dan pengorangan orang-orang Israel di Israel oleh Yonatan bin Saul.

**Konteks:**

* Yonatan bin Saul berusaha menyeberang ke dekat pasukan pengawal orang Filistin.
* Namun, dia terjebak di antara dua pasukan, Bozes dan Sene.
* Yonatan akhirnya menyeberang ke arah pasukan pengawal orang Filistin dan membunuh mereka.
* Pertempuran ini menyebabkan banyak orang Israel terbunuh, termasuk Saul."
1 Samuel,15,"**Tema:** Pengkanangan Firman TUHAN

**Konteks:**

* Alkitabsistors tentang perjalanan Samuel dan Saul ke Karmel.
* Firman TUHAN tentang pengkanangan dan penangkatan orang Amalek.
* Perjalanan Samuel ke Rama dan keputusan-kedicimasnya."
1 Samuel,16,"**Tema utama:** Pengorbanan dan penangkuhan oleh TUHAN

**Konteks:**
* Perjanjian antara TUHAN dan Samuel tentang pengorbanan korban.
* Perjalanan Samuel ke Betlehem untuk mempersembahkan korban.
* Perjanjian TUHAN dengan Isai tentang penangkuhan Daud."
1 Samuel,17,"1. Orang Filistin mengumpulkan tentaranya untuk berperang dan berkumpul di Sokho dan Azeka di Efes-Damim.
2. Saul dan orang-orang Israel juga berkumpul dan berkemah di Lembah Tarbantin.
3. Orang Filistin berdiri di bukit sebelah sini dan orang Israel berdiri di bukit sebelah sana, dan lembah ada di antara mereka."
1 Samuel,18,"**Tema utama:** Kekecekan dan kekejitangan dalam hubungan antara Saul dan Daud.

**Konteks:** pasal ini menunjukkan bagaimana kekecekan dan kekejitangan dapat mempengaruhi hubungan antara dua orang, terutama ketika salah satu dari mereka merasa terjebak dalam situasi yang tidak tepat."
1 Samuel,19,"**Tema utama:** Kejahatan dan kekecewaan

**Konteks:** pasal ini membahas tentang perjalanan Saul dan Yonatan, dan bagaimana mereka berusaha untuk membunuh Daud."
1 Samuel,20,"**Tema utama:** Kekecewaan dan pengorbanan

**Konteks:** pasal ini membahas tentang perjalanan Daud dan Yonatan, di mana Daud berusaha menarik perhatian Yonatan dengan cerita tentang kesalahpahaman dan dosaku. Yonatan menolak cerita Daud dan menganggapnya sebagai ancaman."
1 Samuel,21,"**Tema utama:** Pengeluaran makanan dan kepercayaan pada Allah

**Konteks:**

Pasal ini membahas tentang perilaku Daud dan para pegawainya saat mereka menghadapi perintah dari Raja. Daud menunjukkan sikapnya dengan menjawab pertanyaan dan memberikan jawaban yang terinformatif. Selain itu, dia juga menunjukkan kepercayaannya pada Allah dengan mengikuti perintah dan menunjukkan sikapnya saat menerima makanan."
1 Samuel,22,"**Tema utama:** Pengkehidupan dan kemakian Daud di dalam kubu gunung.

**Konteks:** pasal ini membahas tentang perjalanan Daud dan para pemaju lainnya ke kubu gunung, serta peristiwa-peristiwa penting yang terjadi di kubu tersebut."
1 Samuel,23,"Tema utama dari pasal Alkitab ini adalah tentang perjalanan Daud ke Kehila dan peristiwa-peristiwa terkait. Konteksnya terkait dengan peristiwa-peristiwa di dalam Alkitab, terutama tentang perang melawan orang Filistin dan peristiwa-peristiwa setelah Daud menyelamat penduduk Kehila."
1 Samuel,24,"Tema utama pasal Alkitab ini adalah tentang peristiwa penyamak dan pengorotan orang-orang di dalam kubu. Konteksnya terkait dengan cerita tentang Saul dan Daud, di mana Saul berusaha menjebak Daud dan orang-orangnya di kubu gunung."
1 Samuel,25,"**Tema utama:** Pengorotasi dan kekecekan terhadap Allah

**Konteks:**

Pasal ini membahas tentang dua peristiwa penting di dalam sejarah Israel: pengorotasi Samuel dan pengorotasi Daud. Pengorotasi Samuel menunjukkan bahwa Allah memilih Samuel sebagai pemimpin Israel, sedangkan pengorotasi Daud menunjukkan bahwa Allah memilih Daud sebagai pemimpin Israel setelah Samuel."
1 Samuel,26,"**Tema utama:** Penghajaran dan Penyajian

**Konteks:** pasal ini membahas tentang perjalanan Daud ke tempat perkemahan Saul dan tentang pesan-pesan yang disampaikan oleh Daud kepada Abisai dan Ahimelekh."
1 Samuel,27,"1. Daud berpikir tentang binasa oleh tangan Saul dan berusaha mencari tempat untuk bersembunyi.


2. Daud dan orang-orangnya pergi ke Gat dan menetap di tempat yang disediakan oleh Akhis.


3. Daud memilih untuk tinggal di daerah orang Filistin selama satu tahun empat bulan."
1 Samuel,28,"**Tema utama:** Perjanjian antara Daud dan Akhis

**Konteks:**
* Perjanjian ini membahas tentang hubungan antara Daud dan Akhis, yang menunjukkan bahwa Daud telah menerima perintah dari TUHAN untuk membunuh Akhis.
* Perjanjian ini juga membahas tentang tanggung jawab dan ketaatan yang diberikan oleh TUHAN kepada Daud."
1 Samuel,29,"**Tema utama:** Pengnuansa pesan Alkitab tentang perilaku dan sikap orang-orang Filistin.

**Konteks:** pasal ini membahas tentang perilaku dan sikap para panglima orang Filistin, terutama Daud, dalam hubungannya dengan Raja Israel."
1 Samuel,30,"**Tema utama:** Peng consiguiente dan ketetapan orang Israel setelah peristiwa di Ziklag.

**Konteks:** pasal ini menunjukkan bahwa orang-orang yang tersampun di Ziklag dan di sekitarnya telah terpengaruh oleh peristiwa yang terjadi dan telah menerima perintah dari Daud."
1 Samuel,31,"1. Pertempuran melawan orang Israel di pegunungan Gilboa menyebabkan banyak orang Israel terbunuh.
2. Saul terus mengejar dan menewaskan anak-anaknya, tetapi akhirnya dia terjatuhkan oleh pembawa senjatanya.
3. Saul dan anak-anaknya terbunuh dalam pertempuran terakhir mereka di pegunungan Gilboa."
1 Tawarikh,1,"**Tema utama:** Keturunan dan asal-asal orang-orang penting di Israel.

**Konteks:** pasal ini membahas tentang keturunan tokoh-tokoh penting di Israel, termasuk Adam, Set, Enos, Nuh, Sem, Ham, Yafet, Askenas, Difat, Togarma, Elisa, Tarsis, Filistin, Kasluhim, Kanaan, Nimrod, Misraim, Yawan, Selah, Eber, Peleg, Rehu, Almodad, Nahor, Hadoram, Dikla, Abram, Ishak, Esau, Elifas, Nahat, Zerah, Syama, Lotan, Hamran, Disyon, Ezer, Us, Aran, Belah bin Beor, Yobab, Husyam, Hadad, Samla, Saul, Baal-Hanan, Hadad, Timna, Alya, Yetet, Oholibama, Ela, Pinon, Kenas, Teman, Mibzar, Magdiel, dan Iram."
1 Tawarikh,2,"1. Anak-anak Israel memiliki 12 orang anak.
2. Keturunan Karmi dan Etan adalah dua orang.
3. Keturunan Makhir, Bapa Gilead, dan anak-anaknya memiliki 10 orang."
1 Tawarikh,3,"**Tema utama:** Pengkajian tentang anak-anak Daud di Hebron.

**Konteks:** pasal ini membahas tentang sejarah dan keturunan anak-anak Daud di Hebron, termasuk anak-anak dari gundik-gundik, serta keturunan beberapa tokoh penting di Israel."
1 Tawarikh,4,"**Tema utama:** Kehidupan dan asal-asal keluarga dalam Alkitab

**Konteks:** pasal ini membahas tentang anak-anak Yehuda, termasuk Peres, Hezron, Karmi, Hur, Syobal, Yahat, Ahumai, Lahad, Yizreel, Isma, Idbas, Pnuel, Gedor, Husa, Tekoa, Hela, Naara, Zeret, Yezohar, Etnan, Anub, Hazobeba, Aharhel, Yabes, Yara, Mehir, Eston, Ir-Nahas, Kenas, Otniel, Seraya, Ofra, Yoab, Lembah Tukang-tukang, Iru, Ela, Naam, Kenas, Yeter, Mered, Efer, Yalon, Amnon, Rina, Benhanan, Tilon, Zohet, Ben-Zohet, Hamuel, Zakur, Simei, Asaya, Adiel, Yesimiel, Benaya, Ziza, Pelaca, Nearya, Refaya, Uziel, dan Amalek."
1 Tawarikh,5,"**Tema utama:** Kehidupan dan peran anak-anak Israel di dalam sejarah

**Konteks:** pasal ini membahas tentang anak-anak Israel, terutama anak-anak Ruben, dan bagaimana mereka berperan dalam sejarah."
