question,answer,,,,,,,,,,,,,,,,,,,
"Halo Kak. Saya merasa cukup baik hari ini. Saya baru saja menyelesaikan ujian, dan rasanya berjalan cukup lancar. Tidak ada gangguan atau sosok mengerikan yang muncul semalam.",Itu kabar yang baik. Kamu bisa menyelesaikan ujian dengan lancar dan tidak terganggu. Bagaimana perasaanmu mengenai itu?,,,,,,,,,,,,,,,,,,,
,"Halo NJ, senang bisa bertemu lagi denganmu. Bagaimana perasaanmu hari ini?",,,,,,,,,,,,,,,,,,,
"Halo Kak. Hari ini rasanya sedikit lebih baik, tetapi saya masih sering merasa lelah dan mudah kesal.","Saya mengerti. Terima kasih sudah mau datang dan berbagi cerita dengan saya. Hari ini kita akan membahas beberapa hal yang bisa membantumu mengelola perasaan dan situasi yang sedang kamu hadapi, ya.",,,,,,,,,,,,,,,,,,,
,"Halo S, bagaimana perasaanmu hari ini?",,,,,,,,,,,,,,,,,,,
"Halo Kak, hari ini aku merasa sedikit lebih baik, tapi tetap masih ada rasa cemas dengan kuliah","Saya senang mendengar kalau kamu merasa lebih baik. Kita akan membahas beberapa hal hari ini, ya. Sebelumnya, bagaimana perkembanganmu sejak pertemuan terakhir?",,,,,,,,,,,,,,,,,,,
,"Halo S, bagaimana perasaanmu hari ini?",,,,,,,,,,,,,,,,,,,
"Halo Kak, sebenarnya hari ini perasaanku lebih baik dibanding pertemuan sebelumnya. Aku mencoba beberapa hal yang kita diskusikan, seperti lebih aktif bergerak dan berlibur sebentar. Itu cukup membantu.",Itu kabar yang baik! Senang mendengar bahwa strategi yang kita bahas sebelumnya bisa membantumu. Apa ada hal lain yang ingin kamu ceritakan hari ini?,,,,,,,,,,,,,,,,,,,
"Baik, Kak… ya walaupun agak capek. Maaf aku telat tadi","Tidak apa-apa, aku menghargai kamu tetap datang. Aku bisa melihat kalau kamu kelelahan. Mau cerita apa yang sedang kamu rasakan sekarang? ",,,,,,,,,,,,,,,,,,,
"Baik, Kak… tapi ya, seperti yang aku bilang di kuesioner, aku masih merasa nggak nyaman dengan beberapa hal","Tidak apa-apa. Kita bisa membicarakannya dengan santai. Aku di sini untuk mendengarkan dan membantu, jadi kamu bisa berbicara dengan nyaman, ya? Dari hasil konseling awal, kamu menyebutkan bahwa kamu merasa sangat sensitif terhadap penilaian orang lain. Bisa ceritakan lebih lanjut tentang itu?",,,,,,,,,,,,,,,,,,,
Baik… atau mungkin tidak baik. Aku nggak tahu pasti.,"Tidak apa-apa kalau kamu merasa bingung dengan perasaanmu. Kamu ada di tempat yang aman sekarang, dan kamu bisa berbicara dengan santai di sini. Aku di sini untuk mendengarkan tanpa menghakimi. Kemarin dalam kuesioner yang kamu isi, kamu mencentang bagian ‘pernah memiliki pemikiran untuk bunuh diri’. Apa kamu bisa ceritakan lebih lanjut tentang itu?",,,,,,,,,,,,,,,,,,,
Baik… atau mungkin tidak terlalu baik. Aku juga nggak yakin.,"Tidak apa-apa, kita di sini untuk membahas apa pun yang ingin kamu ceritakan. Kamu bisa berbicara dengan santai. Aku di sini untuk mendengarkan dan membantu, bukan menghakimi. Kemarin kamu menyebutkan bahwa kamu merasa kesulitan dalam mengikuti pelajaran, sulit fokus, dan sering merasa tertinggal di kelas. Bisa ceritakan lebih lanjut bagaimana itu terjadi?",,,,,,,,,,,,,,,,,,,
Baik… atau mungkin nggak baik juga. Aku nggak tahu.,"Tidak apa-apa. Kita di sini untuk mencari tahu dan mencoba memahami apa yang sedang kamu rasakan. Tidak ada jawaban yang salah, ya. Kamu bisa berbicara dengan santai. Kamu disebutkan mengalami panic attack dan halusinasi pendengaran, terutama saat merasa diperhatikan oleh orang lain. Bisa ceritakan bagaimana biasanya hal itu terjadi?",,,,,,,,,,,,,,,,,,,
"Baik, Kak… tapi jujur agak capek dan masih kepikiran banyak hal","Aku paham. Kamu sudah melakukan langkah besar dengan datang ke sini. Hari ini kita bisa ngobrol santai dulu, ya. Aku ingin mendengar apa yang sedang kamu rasakan dan alami. Kamu bisa mulai dari mana saja yang nyaman buatmu.",,,,,,,,,,,,,,,,,,,
"Baik, Kak… ya walaupun masih kepikiran beberapa hal sih","Tidak apa-apa. Aku di sini untuk mendengarkan. Kamu bisa cerita apa saja, santai saja, ya. Kamu mau mulai dari mana?",,,,,,,,,,,,,,,,,,,
"Baik, Kak… ya walaupun masih kepikiran beberapa hal sih.","Tidak apa-apa. Aku di sini untuk mendengarkan. Kamu boleh cerita apa saja, santai saja, ya. Kamu mau mulai dari mana?",,,,,,,,,,,,,,,,,,,
"Gatau, biasa aja…","Itu tidak apa-apa. Aku di sini untuk mendengarkan, jadi tidak perlu khawatir tentang bagaimana harus menjawab. Kamu boleh cerita apa saja, dengan cara yang nyaman untukmu. Aku dengar kamu merasa sulit bersosialisasi dengan lingkungan sekitar. Boleh ceritakan sedikit bagaimana perasaanmu saat berada di antara banyak orang?",,,,,,,,,,,,,,,,,,,
"Baik… tapi sebenarnya masih sering merasa cemas sih, Kak.","Tidak apa-apa. Kamu berada di tempat yang aman di sini. Kita bisa membahas apapun yang kamu rasakan dengan nyaman. Aku di sini untuk mendengarkan dan membantu, ya.",,,,,,,,,,,,,,,,,,,
"Baik, Kak. Aku memang penasaran sih, apakah yang aku lakukan untuk menghadapi masalahku selama ini sudah benar atau belum.","Itu bagus. Berarti kamu punya kesadaran diri yang baik dan ingin berkembang. Kita bisa diskusikan bersama, ya. Aku ingin tahu lebih banyak tentang apa yang membuatmu ingin berkonsultasi hari ini.",,,,,,,,,,,,,,,,,,,
"Baik, Kak… walaupun masih agak canggung sih karena belum pernah konseling sebelumnya","Itu wajar kok. Konseling ini adalah ruang yang aman untukmu. Kamu bisa berbagi apapun yang kamu rasakan, dan aku di sini untuk mendengarkan dan membantu, bukan menghakimi. Jadi santai saja, ya. Hari ini kita akan coba memahami apa yang membuatmu merasa terganggu saat orientasi kampus kemarin.",,,,,,,,,,,,,,,,,,,
Aku tidak tahu… Aku merasa sangat lelah dan bingung dengan semuanya.,Aku mengerti. Aku ingin memastikan bahwa ini adalah ruang aman untukmu. Kamu bisa berbicara dengan bebas dan aku akan mendengarkan tanpa menghakimi. Apa yang membuatmu merasa lelah dan bingung?,,,,,,,,,,,,,,,,,,,
"Halo Kak. Aku tidak tahu... Sejujurnya, aku merasa lebih buruk dibandingkan sesi sebelumnya.",Aku mengerti. Bisa kamu ceritakan apa yang membuatmu merasa lebih buruk?,,,,,,,,,,,,,,,,,,,
"Saya masih sering merasa tidak percaya diri dan masih mengalami konflik antara pikiran dan perasaan saya. Tapi, saya mencoba untuk lebih menyadari ketika pikiran buruk muncul.",Itu sudah merupakan langkah yang baik. Saya menghargai usaha yang telah kamu lakukan untuk mengenali pikiran dan perasaanmu. Apakah ada situasi tertentu yang membuatmu merasa lebih sulit?,,,,,,,,,,,,,,,,,,,
"Iya, saya masih merasa tertekan saat di rumah. Saya takut melakukan kesalahan karena ayah saya bisa marah dan memukul saya. Saya juga masih merasa canggung saat berbicara dengan teman-teman saya.","Saya bisa memahami perasaan itu. Kamu telah berada di lingkungan yang menekan untuk waktu yang lama, jadi wajar jika butuh waktu untuk pulih dan merasa lebih nyaman. Namun, ada beberapa cara yang bisa kita coba untuk membantumu mengatasi ini. Apakah kamu tertarik untuk mempelajari beberapa teknik yang bisa membantumu mengelola emosi dan pikiran?",,,,,,,,,,,,,,,,,,,
"Terima kasih, Kak. Saya merasa ada banyak hal yang mengganggu pikiran saya. Saya bingung dengan hubungan saya dan juga merasa terbebani dengan kondisi keuangan keluarga saya.","Saya memahami bahwa ini pasti berat untukmu. Mari kita bahas satu per satu, agar saya bisa memahami lebih dalam apa yang sedang kamu alami. Dari dua permasalahan ini, mana yang ingin kamu bahas terlebih dahulu",,,,,,,,,,,,,,,,,,,
"Saya ingin membahas tentang hubungan saya dengan pacar dulu. Saya merasa bingung, karena kami sudah hampir tiga tahun bersama, tapi akhir-akhir ini rasanya berbeda.",Kamu bisa menceritakan lebih lanjut apa yang membuatmu merasa hubungan ini berubah?,,,,,,,,,,,,,,,,,,,
"Saya sering kali merasa tidak nyaman dengan hubungan ini. Setelah masuk kuliah, kami jarang bertemu karena kampus kami berbeda. Awalnya saya merasa kesal, tapi lama-lama saya juga mulai terbiasa sendiri. Saya sering menghindari komunikasi dengan dia, misalnya tidak membalas chat dan menjauh tanpa alasan yang jelas.",Saya mendengar bahwa kamu merasa ada perbedaan dalam hubungan ini setelah masuk kuliah. Bagaimana respon pasanganmu terhadap perubahan ini?,,,,,,,,,,,,,,,,,,,
"Dia sering bertanya kenapa saya menjauh, dan saya selalu meminta maaf. Dia biasanya bisa mengerti, tapi karena ini terjadi berkali-kali, akhirnya kami sering bertengkar. Sampai akhirnya bulan lalu dia bilang ingin break untuk introspeksi diri.","Saya bisa merasakan bahwa ini situasi yang sulit bagimu. Kamu menyebutkan bahwa ada keinginan untuk sendiri, tapi di sisi lain merasa sedih saat memikirkan perpisahan. Bisa kamu ceritakan lebih lanjut tentang perasaan ini?",,,,,,,,,,,,,,,,,,,
"Iya, saya merasa lebih nyaman sendiri karena tidak ada tuntutan untuk selalu merespons seseorang. Tapi di sisi lain, saya merasa kehilangan. Saya juga merasa bersalah karena mungkin sikap saya yang membuat dia ingin break.",Itu perasaan yang wajar. Hubungan yang sudah berlangsung lama tentu memiliki banyak emosi yang terlibat. Apakah ada hal yang menurutmu bisa membantu kamu lebih memahami apa yang benar-benar kamu inginkan?,,,,,,,,,,,,,,,,,,,
"Sejak setahun terakhir, orang tua saya sering membicarakan masalah keuangan di depan saya. Saya jadi merasa terbebani dan berpikir bahwa saya hanya menambah masalah bagi keluarga.",Bagaimana pengaruhnya terhadap kehidupan sehari-harimu?,,,,,,,,,,,,,,,,,,,
Saya sering merasa stres dan kurang fokus di kampus. Bahkan ada saat-saat di mana saya merasa ingin menyerah dan berpikir bahwa lebih baik saya tidak ada di dunia ini.,"Saya sangat menghargai keberanianmu untuk berbicara tentang ini. Saya ingin kamu tahu bahwa perasaan seperti itu bisa sangat berat, tapi kamu tidak sendiri. Saya juga melihat bahwa kamu sudah mulai mengambil langkah untuk mengatasi situasi ini, seperti memulai bisnis online dan mencari kerja paruh waktu.",,,,,,,,,,,,,,,,,,,
"Terima kasih, Kak. Saya ingin membicarakan tentang kecemasan saya ketika harus berbicara di depan umum. Saya selalu merasa takut, tangan saya gemetar, dan sulit berkata-kata.",Kapan pertama kali kamu menyadari bahwa berbicara di depan umum membuatmu cemas?,,,,,,,,,,,,,,,,,,,
"Saya sudah merasa seperti ini sejak lama, mungkin sejak SD. Saya pernah mengalami kejadian yang membuat saya malu saat kelas 3 SD, ketika saya berbicara dalam bahasa Jawa di depan guru dan teman-teman saya. Guru saya mengoreksi saya dan mengatakan bahwa kata yang saya gunakan memiliki arti yang berbeda dalam bahasa Indonesia.",Itu pasti pengalaman yang sulit untukmu. Bagaimana perasaanmu saat itu?,,,,,,,,,,,,,,,,,,,
"Saya merasa malu dan salah. Saya tahu guru saya tidak bermaksud jahat, tapi setelah itu, saya selalu takut berbicara di depan orang lain karena khawatir salah bicara lagi.",Apa yang kamu rasakan saat harus berbicara di depan kelas sekarang?,,,,,,,,,,,,,,,,,,,
"Saya merasa sangat gugup. Bahkan sebelum berbicara, saya sudah berpikir bahwa saya akan salah bicara dan orang-orang akan menertawakan saya. Ketika akhirnya saya berbicara, tangan saya gemetar dan saya tidak bisa berpikir jernih.",Apa yang biasanya kamu lakukan untuk mengatasi rasa takut itu?,,,,,,,,,,,,,,,,,,,
"Tentu, Kak.",Apakah kamu memahami materi yang kamu sampaikan saat presentasi?,,,,,,,,,,,,,,,,,,,
"Ya, saya sebenarnya paham, tapi saya takut salah bicara.","Saat kamu berbicara di depan kelas, bagaimana reaksi teman-teman dan dosenmu?",,,,,,,,,,,,,,,,,,,
Sebenarnya mereka biasa saja. Tidak ada yang mengejek atau mempermalukan saya.,Apakah pernah ada teman atau dosen yang benar-benar marah atau mempermalukanmu saat kamu gugup?,,,,,,,,,,,,,,,,,,,
"Baik, Kak. Saya mengalami banyak hal sejak kecil, dan itu masih berdampak pada saya sampai sekarang.",Kamu bisa menceritakan pengalaman yang menurutmu paling berpengaruh terhadap perasaanmu saat ini?,,,,,,,,,,,,,,,,,,,
"Saya mengalami perundungan sejak SD, SMP, hingga SMA. Saya sering dikucilkan, dihina secara verbal, bahkan mengalami kekerasan fisik. Waktu SD, saya pernah dipukul dengan batako dan mata saya dimasukkan pasir oleh teman-teman saya.",Itu pasti pengalaman yang sangat menyakitkan. Apa yang kamu lakukan saat itu?,,,,,,,,,,,,,,,,,,,
"Saya melapor ke orang tua saya, tapi mereka justru memarahi saya. Ayah saya memukul saya dengan selang dan berkata bahwa saya harus melawan, jangan jadi anak yang lemah.","Kamu sudah mencoba mencari bantuan, tapi ternyata respons dari orang tua tidak seperti yang kamu harapkan. Bagaimana perasaanmu saat itu?",,,,,,,,,,,,,,,,,,,
"Saya merasa kecewa dan putus asa. Saya berpikir bahwa saya harus menghadapi semuanya sendirian. Sejak itu, saya tidak pernah lagi bercerita kepada orang tua saya.","Kamu merasa tidak memiliki tempat untuk berbagi, dan itu sangat wajar mengingat pengalaman yang kamu alami. Apa yang kamu lakukan untuk mengatasi perasaan itu?",,,,,,,,,,,,,,,,,,,
"Saya mulai berbicara dengan diri sendiri dan boneka kesayangan saya. Saya menganggap boneka itu sebagai teman saya. Lalu di SMP, saya mulai melihat sosok yang hanya saya yang bisa lihat dan ajak bicara.","Jadi sejak SMP, kamu mulai merasa ada sosok yang menemanimu?",,,,,,,,,,,,,,,,,,,
"Iya, sosok ini datang saat saya merasa sangat sendirian. Saya juga beberapa kali mencoba mengakhiri hidup, tapi saya masih bertahan sampai sekarang.","Saya sangat menghargai keberanianmu untuk berbagi cerita ini. Kamu sudah melalui banyak hal yang sulit, tapi kamu masih berusaha bertahan dan itu adalah hal yang luar biasa, Kamu menyebutkan bahwa ada sosok yang datang di saat kamu merasa sendiri. Apakah sosok ini masih sering muncul?",,,,,,,,,,,,,,,,,,,
"Tidak sesering dulu, Kak. Tapi kadang-kadang saat saya sendirian atau di tempat ramai, sosok itu tiba-tiba muncul dan berbicara kepada saya.",Apa yang biasanya dikatakan oleh sosok ini?,,,,,,,,,,,,,,,,,,,
Tidak ada yang menakutkan. Kadang dia hanya mengajak saya berbicara atau menanyakan perasaan saya.,Kamu pernah merasa bahwa sosok ini mengganggu atau mengontrol tindakanmu?,,,,,,,,,,,,,,,,,,,
"Iya, saya memang sering mengalami masalah pencernaan sejak SMP. Saya pernah terkena TB usus, dan saya juga sering kambuh maag serta asam lambung. Terakhir kali kambuh saat ospek kemarin, mungkin karena kelelahan dan pola makan yang tidak teratur.",Itu pasti sangat tidak nyaman untukmu. Apakah kamu sudah mendapatkan perawatan medis untuk kondisi ini?,,,,,,,,,,,,,,,,,,,
"Sudah, Kak. Saya tahu saya harus menjaga pola makan dan sudah beberapa kali berkonsultasi dengan dokter.",Apakah masalah kesehatan ini sering mengganggu aktivitasmu di perkuliahan?,,,,,,,,,,,,,,,,,,,
"Sebenarnya tidak terlalu mengganggu, tapi ada saat-saat di mana saya merasa sangat lelah dan sulit berkonsentrasi. Kadang saya khawatir apakah saya bisa bertahan dengan jadwal kuliah yang padat.","Jadi selain kondisi fisik, kamu juga merasa ada tantangan dalam mengelola jadwal perkuliahan?",,,,,,,,,,,,,,,,,,,
Iya. Saya takut kalau nanti saya tidak bisa mengatur waktu dengan baik dan akhirnya ketinggalan tugas. Saya sering merasa cemas membandingkan diri saya dengan teman-teman yang terlihat lebih bisa mengatur semuanya dengan baik.,Kamu juga sempat menyebutkan tentang keadaan di rumah. Bolehkah kamu menceritakan lebih lanjut?,,,,,,,,,,,,,,,,,,,
"Di rumah ada banyak konflik antara ayah dan ibu, terutama tentang peran mereka dalam keluarga. Ayah saya memiliki pola pikir yang sangat patriarkal, sementara ibu saya ingin lebih mandiri. Mereka sering bertengkar tentang hal itu.",Itu pasti sulit untukmu. Bagaimana cara kamu menghadapi situasi ini?,,,,,,,,,,,,,,,,,,,
"Saya biasanya berusaha untuk tidak memperdulikan ayah dan lebih dekat dengan ibu. Saya sering keluar berdua dengan ibu, dan itu membuat saya merasa lebih tenang.",Jadi kamu merasa lebih nyaman bersama ibumu?,,,,,,,,,,,,,,,,,,,
"Iya, saya merasa lebih bisa bercerita dengan ibu. Tapi saya juga merasa ada jarak dengan ayah, dan saya tidak tahu apakah itu baik atau buruk.","Tidak apa-apa jika kamu merasa butuh jarak untuk menjaga kesehatan emosionalmu. Yang penting, kamu tetap memiliki dukungan emosional, baik dari ibu, teman, atau orang lain yang kamu percaya. Dari yang saya dengar, kamu sering membandingkan dirimu dengan orang lain. Apa yang biasanya membuatmu merasa kurang percaya diri?",,,,,,,,,,,,,,,,,,,
"Baik, Kak. Saya sering merasa kehilangan kesadaran atau hampir pingsan ketika mendengar bentakan atau suara keras. Saya juga merasa sering menyalahkan diri sendiri dan sulit mengekspresikan emosi saya.",Kapan pertama kali kamu menyadari bahwa kamu memiliki reaksi seperti ini terhadap suara keras atau bentakan?,,,,,,,,,,,,,,,,,,,
"Sejak kelas 12 SMA. Saat itu saya ikut pelatihan paskibra dan pelatihnya sering berteriak dengan nada tinggi. Saya mulai merasa pusing, jantung berdebar, hingga kehilangan keseimbangan.",Itu pasti pengalaman yang berat. Apakah reaksi ini semakin sering terjadi setelahnya?,,,,,,,,,,,,,,,,,,,
,Apakah ada kejadian sebelumnya dalam hidupmu yang menurutmu bisa berhubungan dengan reaksi ini?,,,,,,,,,,,,,,,,,,,
"Mungkin karena sejak kecil saya sering mendapat tekanan dari orang tua saya. Mereka menuntut saya untuk selalu mengalah dan menjaga adik saya. Ibu saya perfeksionis, dan saya merasa harus selalu memenuhi harapan mereka.",Kamu menyebutkan bahwa ada tekanan dari keluarga. Bisa ceritakan lebih lanjut tentang hubunganmu dengan ibu dan adik?,,,,,,,,,,,,,,,,,,,
"Ibu saya selalu menuntut saya untuk menjadi yang terbaik, baik dalam hal akademik maupun sikap. Saya selalu diminta untuk menjaga adik saya, meskipun saya merasa adik saya sulit diatur. Kami sering bertengkar, tapi ibu selalu berpihak pada adik saya.",Itu pasti membuatmu merasa tidak adil. Apa yang biasanya kamu lakukan dalam situasi seperti itu?,,,,,,,,,,,,,,,,,,,
Saya biasanya hanya diam dan memendam perasaan saya. Saya tidak ingin marah karena takut dianggap anak yang durhaka.,Saya bisa memahami perasaanmu. Kamu merasa terjebak antara harus menuruti harapan keluargamu dan keinginanmu sendiri. Bagaimana perasaanmu saat ini tentang hubunganmu dengan mereka?,,,,,,,,,,,,,,,,,,,
"Saya masih merasa ada jarak, terutama dengan ibu saya. Saya ingin bisa berkomunikasi lebih baik, tapi saya juga takut jika saya menyampaikan perasaan saya, mereka akan marah.",Kamu juga sempat menyebutkan pengalaman bullying. Bisa kamu ceritakan lebih lanjut?,,,,,,,,,,,,,,,,,,,
Saya pernah mengalami bullying saat SMA. Salah satu teman saya mengajak teman-teman lain untuk menjauhi saya karena saya dianggap 'cupu'. Saya tidak melawan atau melaporkan kejadian itu karena saya tidak ingin menambah masalah.,Bagaimana perasaanmu saat itu?,,,,,,,,,,,,,,,,,,,
"Saya merasa sangat sendirian. Saya ingin berbicara dengan orang tua saya, tapi saya tahu mereka akan marah dan menganggap saya lemah.",Jadi kamu merasa bahwa orang tuamu tidak akan mendukungmu?,,,,,,,,,,,,,,,,,,,
"Saya baik-baik saja, Kak. Tapi saya juga merasa cemas, terutama tentang tugas ospek yang harus diposting di media sosial.","Saya memahami bahwa tugas tersebut membuatmu merasa tidak nyaman. Kita bisa membahasnya nanti. Sebelum itu, saya ingin mendengar lebih lanjut tentang apa yang kamu rasakan secara keseluruhan. Apakah ada hal yang paling mengganggu akhir-akhir ini?",,,,,,,,,,,,,,,,,,,
"Suara-suara itu mulai muncul lagi, terutama saat saya merasa diperhatikan. Saya juga masih merasa takut kalau suatu hari ada yang menghubungkan saya dengan foto yang pernah tersebar.",Itu pasti membuatmu sangat tidak nyaman dan cemas. Bisa ceritakan lebih lanjut kapan suara-suara itu muncul lagi terakhir kali?,,,,,,,,,,,,,,,,,,,
"Beberapa hari lalu, ketika ada orang yang melihat saya dari kepala sampai kaki. Saya langsung merasa panik dan mendengar suara yang mengatakan 'kamu tidak layak dicintai'",Sepertinya situasi tertentu bisa memicu kecemasan yang tinggi untukmu. Mari kita coba memahami lebih dalam tentang bagaimana hal itu mempengaruhimu.,,,,,,,,,,,,,,,,,,,
,Saya memahami bahwa pengalaman di masa SMP sangat berdampak pada kehidupanmu hingga saat ini. Apakah kamu nyaman berbicara tentang kejadian yang terjadi saat itu?,,,,,,,,,,,,,,,,,,,
"Saya biasanya mengabaikannya, tapi ada saat di mana saya merasa perlu diperhatikan oleh orang lain, agar saya merasa lebih baik.",Kamu juga sempat menyebutkan tentang tugas ospek yang membuatmu cemas. Bisa ceritakan lebih lanjut tentang apa yang membuatmu takut?,,,,,,,,,,,,,,,,,,,
"Ya, saya merasa tidak aman. Rasanya seperti semua orang akan menilai saya berdasarkan masa lalu saya.",Saya bisa memahami kekhawatiranmu. Apa yang akan terjadi menurutmu jika kamu tetap mengunggahnya?,,,,,,,,,,,,,,,,,,,
Itu mungkin bisa membantu. Saya akan mencobanya.,Saya juga ingin membahas sesuatu yang terjadi baru-baru ini. Saya mendengar bahwa kamu sempat mendorong dan memukul temanmu. Bisa ceritakan apa yang terjadi saat itu?,,,,,,,,,,,,,,,,,,,
Teman saya mengatakan sesuatu yang menyebalkan tentang kejadian lama itu. Saya langsung marah dan mendorongnya.,Bagaimana perasaanmu setelah kejadian itu?,,,,,,,,,,,,,,,,,,,
"Saya merasa cukup cemas, Kak. Saya bingung dengan apa yang harus saya lakukan mengenai beasiswa saya yang sudah pasti akan dicabut.","Saya bisa memahami bahwa ini adalah situasi yang sulit. Kamu sudah berusaha meningkatkan IPK-mu, dan saya menghargai usaha itu. Namun, mari kita cari tahu langkah apa yang bisa diambil sekarang. Bisa kamu ceritakan lebih lanjut apa yang paling mengganggumu saat ini?",,,,,,,,,,,,,,,,,,,
"Saya sebenarnya bukan hanya bingung tentang beasiswa ini, Kak, tapi juga merasa bersalah. Saya belum memberi tahu ibu saya soal beasiswa yang akan dihentikan, dan saya takut mengecewakan beliau.",Saya memahami bahwa ini adalah hal yang sulit untuk disampaikan. Apa yang membuatmu merasa sulit untuk memberitahukan hal ini kepada ibumu?,,,,,,,,,,,,,,,,,,,
"Ibu saya sangat bangga saya bisa kuliah di Maranatha, apalagi karena saya satu-satunya anak di keluarga yang bisa kuliah. Beliau sering membanggakan saya ke tetangga. Saya takut kalau saya memberitahu ibu, beliau akan kecewa atau sedih.","Itu bisa dimengerti. Kamu ingin menjaga perasaan ibumu dan tidak ingin membuatnya kecewa. Tapi menurutmu, apa yang akan terjadi jika kamu terus menyembunyikan hal ini?",,,,,,,,,,,,,,,,,,,
